Entry	Status	Ensembl transcript	Gene names  (primary )	3D	Cross-reference (InterPro)	Organism
O75342	reviewed	ENST00000647874;	ALOX12B		IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;IPR042062;	Homo sapiens (Human)
P28300	reviewed	ENST00000231004;	LOX		IPR001695;IPR019828;	Homo sapiens (Human)
P48740	reviewed	ENST00000169293 [P48740-3];ENST00000296280 [P48740-2];ENST00000337774 [P48740-1];ENST00000392472 [P48740-4];	MASP1	X-ray crystallography (7)	IPR000859;IPR001881;IPR000742;IPR018097;IPR009003;IPR043504;IPR001314;IPR035914;IPR035976;IPR000436;IPR001254;IPR018114;IPR033116;	Homo sapiens (Human)
P08100	reviewed	ENST00000296271;	RHO	Electron microscopy (1); X-ray crystallography (3)	IPR000276;IPR017452;IPR001760;IPR027430;IPR000732;IPR019477;	Homo sapiens (Human)
Q8NCC3	reviewed	ENST00000219345 [Q8NCC3-1];ENST00000413021 [Q8NCC3-2];	PLA2G15	X-ray crystallography (8)	IPR029058;IPR003386;	Homo sapiens (Human)
Q6B0K9	reviewed	ENST00000356815;	HBM		IPR000971;IPR009050;IPR012292;IPR002338;	Homo sapiens (Human)
P58215	reviewed	ENST00000264094 [P58215-1];ENST00000393937 [P58215-3];	LOXL3		IPR001695;IPR019828;IPR001190;IPR017448;IPR036772;	Homo sapiens (Human)
A0A1B0GTW7	reviewed	ENST00000637218;	LMLN2		IPR001577;	Homo sapiens (Human)
P04732	reviewed	ENST00000306061 [P04732-1];ENST00000330439 [P04732-2];	MT1E		IPR003019;IPR017854;IPR023587;IPR000006;IPR018064;	Homo sapiens (Human)
Q9Y4C0	reviewed	ENST00000554719 [Q9Y4C0-3];ENST00000554738 [Q9Y4C0-4];	NRXN3		IPR013320;IPR000742;IPR000152;IPR001791;IPR003585;IPR027789;	Homo sapiens (Human)
Q9HCR9	reviewed	ENST00000286063 [Q9HCR9-1];ENST00000389683 [Q9HCR9-4];ENST00000409504 [Q9HCR9-3];	PDE11A		IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	Homo sapiens (Human)
Q9UNL4	reviewed	ENST00000341550 [Q9UNL4-2];ENST00000396807 [Q9UNL4-1];ENST00000412586 [Q9UNL4-5];ENST00000423703 [Q9UNL4-8];ENST00000444704 [Q9UNL4-3];ENST00000446105 [Q9UNL4-4];	ING4	X-ray crystallography (3); NMR spectroscopy (2)	IPR028638;IPR028651;IPR024610;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;	Homo sapiens (Human)
Q9UGL1	reviewed	ENST00000367264 [Q9UGL1-2];ENST00000367265 [Q9UGL1-1];	KDM5B	X-ray crystallography (53); NMR spectroscopy (3)	IPR001606;IPR036431;IPR003347;IPR003349;IPR013637;IPR019786;IPR004198;IPR011011;IPR001965;IPR019787;IPR013083;	Homo sapiens (Human)
Q7RTP6	reviewed	ENST00000383094 [Q7RTP6-2];ENST00000400561 [Q7RTP6-4];ENST00000414725 [Q7RTP6-3];ENST00000441493 [Q7RTP6-1];ENST00000585038 [Q7RTP6-5];	MICAL3	X-ray crystallography (2); NMR spectroscopy (1)	IPR022735;IPR001715;IPR036872;IPR002938;IPR036188;IPR029941;IPR001781;	Homo sapiens (Human)
P05129	reviewed	ENST00000263431 [P05129-1];	PRKCG	X-ray crystallography (1); NMR spectroscopy (1)	IPR000961;IPR000008;IPR035892;IPR020454;IPR011009;IPR002219;IPR017892;IPR000719;IPR017441;IPR014375;IPR008271;	Homo sapiens (Human)
P24347	reviewed	ENST00000215743;ENST00000612388;	MMP11		IPR000585;IPR036375;IPR018487;IPR018486;IPR033739;IPR024079;IPR001818;IPR021190;IPR021158;IPR006026;IPR028705;	Homo sapiens (Human)
P0CE71	reviewed	ENST00000257627;	OCM2		IPR011992;IPR018247;IPR002048;IPR008080;	Homo sapiens (Human)
Q96A54	reviewed	ENST00000340990;	ADIPOR1	X-ray crystallography (3)	IPR004254;	Homo sapiens (Human)
O76083	reviewed	ENST00000291539 [O76083-1];ENST00000328862 [O76083-15];ENST00000335440 [O76083-12];ENST00000335512 [O76083-2];ENST00000349112 [O76083-4];ENST00000380328 [O76083-5];ENST00000398224 [O76083-3];ENST00000398225 [O76083-14];ENST00000398227 [O76083-9];ENST00000398229 [O76083-11];ENST00000398232 [O76083-13];ENST00000398234 [O76083-6];ENST00000398236 [O76083-8];	PDE9A	X-ray crystallography (23)	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	Homo sapiens (Human)
Q9UJA9	reviewed	ENST00000230565;ENST00000371383;	ENPP5	X-ray crystallography (1)	IPR017850;IPR002591;	Homo sapiens (Human)
P09104	reviewed	ENST00000229277 [P09104-1];ENST00000535366 [P09104-1];ENST00000538763 [P09104-2];ENST00000541477 [P09104-1];	ENO2	X-ray crystallography (15)	IPR000941;IPR036849;IPR029017;IPR020810;IPR020809;IPR020811;	Homo sapiens (Human)
Q9H6Z9	reviewed	ENST00000250457;	EGLN3		IPR005123;IPR006620;	Homo sapiens (Human)
P15104	reviewed	ENST00000311223;ENST00000331872;ENST00000339526;ENST00000417584;	GLUL	X-ray crystallography (2)	IPR008147;IPR036651;IPR014746;IPR008146;IPR027303;IPR027302;	Homo sapiens (Human)
O15550	reviewed	ENST00000377967;	KDM6A	X-ray crystallography (4)	IPR003347;IPR013026;IPR011990;IPR019734;	Homo sapiens (Human)
Q9Y4K0	reviewed	ENST00000389131;	LOXL2	X-ray crystallography (1)	IPR001695;IPR019828;IPR001190;IPR017448;IPR036772;	Homo sapiens (Human)
Q5T0T0	reviewed	ENST00000319836 [Q5T0T0-1];ENST00000395769 [Q5T0T0-1];ENST00000395771;ENST00000453424 [Q5T0T0-2];	MARCHF8	NMR spectroscopy (1)	IPR011016;IPR013083;	Homo sapiens (Human)
Q15777	reviewed	ENST00000358117 [Q15777-1];ENST00000448418 [Q15777-2];	MPPED2		IPR024201;IPR004843;IPR029052;	Homo sapiens (Human)
P39900	reviewed	ENST00000571244;	MMP12	X-ray crystallography (72); NMR spectroscopy (11)	IPR000585;IPR036375;IPR018487;IPR018486;IPR033739;IPR024079;IPR001818;IPR021190;IPR021158;IPR006026;IPR002477;IPR036365;	Homo sapiens (Human)
Q86YG4	reviewed	ENST00000327581;	NT5DC4		IPR036412;IPR008380;IPR023214;IPR016695;	Homo sapiens (Human)
P80297	reviewed	ENST00000394485;	MT1X		IPR003019;IPR017854;IPR023587;IPR000006;IPR018064;	Homo sapiens (Human)
Q9UPR5	reviewed	ENST00000236877;	SLC8A2		IPR038081;IPR003644;IPR004836;IPR032452;IPR004837;	Homo sapiens (Human)
Q13563	reviewed	ENST00000237596 [Q13563-1];	PKD2	Electron microscopy (9); X-ray crystallography (2); NMR spectroscopy (4)	IPR011992;IPR002048;IPR013122;IPR003915;IPR027359;	Homo sapiens (Human)
O14829	reviewed	ENST00000349874 [O14829-5];ENST00000361511 [O14829-1];	PPEF1		IPR004843;IPR011992;IPR018247;IPR002048;IPR000048;IPR013235;IPR012008;IPR006186;	Homo sapiens (Human)
O14830	reviewed	ENST00000286719 [O14830-1];ENST00000621010 [O14830-2];	PPEF2		IPR004843;IPR011992;IPR018247;IPR002048;IPR029052;IPR013235;IPR012008;IPR006186;	Homo sapiens (Human)
P02818	reviewed	ENST00000368272;	BGLAP		IPR035972;IPR000294;IPR039176;IPR002384;	Homo sapiens (Human)
Q9H1H1	reviewed	ENST00000373003 [Q9H1H1-1];ENST00000373005 [Q9H1H1-2];	GTSF1L		IPR032842;IPR022776;IPR036236;	Homo sapiens (Human)
P00492	reviewed	ENST00000298556;	HPRT1	X-ray crystallography (21)	IPR005904;IPR000836;IPR029057;	Homo sapiens (Human)
P29218	reviewed	ENST00000256108 [P29218-1];ENST00000311489 [P29218-2];ENST00000449740 [P29218-3];	IMPA1	X-ray crystallography (12)	IPR033942;IPR020583;IPR020552;IPR000760;IPR020550;	Homo sapiens (Human)
Q9Y6X9	reviewed	ENST00000215862 [Q9Y6X9-2];ENST00000397641 [Q9Y6X9-1];	MORC2	X-ray crystallography (3)	IPR036890;IPR041006;IPR011124;	Homo sapiens (Human)
O75900	reviewed	ENST00000356026 [O75900-1];	MMP23B		IPR007110;IPR036179;IPR013783;IPR003599;IPR033739;IPR024079;IPR028687;IPR001818;IPR021190;IPR006026;IPR003582;	Homo sapiens (Human)
Q7L1T6	reviewed	ENST00000369681;	CYB5R4	X-ray crystallography (3)	IPR001834;IPR008333;IPR007052;IPR001199;IPR036400;IPR018506;IPR017927;IPR039261;IPR008978;IPR001433;IPR037908;IPR017938;	Homo sapiens (Human)
P48200	reviewed	ENST00000258886 [P48200-1];ENST00000560440 [P48200-2];	IREB2	Electron microscopy (1)	IPR044137;IPR015931;IPR001030;IPR015928;IPR006249;IPR018136;IPR036008;IPR000573;IPR029755;	Homo sapiens (Human)
Q8WWU7	reviewed	ENST00000368029 [Q8WWU7-1];	ITLN2		IPR036056;IPR014716;IPR002181;	Homo sapiens (Human)
P0C870	reviewed	ENST00000397299;	JMJD7	X-ray crystallography (2)	IPR041667;IPR003347;	Homo sapiens (Human)
P34949	reviewed	ENST00000323744 [P34949-2];ENST00000352410 [P34949-1];	MPI		IPR001250;IPR016305;IPR018050;IPR014710;IPR011051;	Homo sapiens (Human)
P0C025	reviewed	ENST00000334513;	NUDT17	X-ray crystallography (1)	IPR015797;IPR000086;IPR033716;	Homo sapiens (Human)
Q9UK39	reviewed	ENST00000280614;	NOCT	X-ray crystallography (4)	IPR034965;IPR036691;IPR005135;IPR040109;	Homo sapiens (Human)
Q9H857	reviewed	ENST00000307076 [Q9H857-1];ENST00000422318 [Q9H857-2];ENST00000459839 [Q9H857-3];	NT5DC2		IPR036412;IPR008380;IPR023214;IPR016695;	Homo sapiens (Human)
Q9NS18	reviewed	ENST00000367439 [Q9NS18-1];ENST00000367440 [Q9NS18-2];ENST00000608166 [Q9NS18-1];	GLRX2	X-ray crystallography (2); NMR spectroscopy (1)	IPR002109;IPR011899;IPR014025;IPR036249;	Homo sapiens (Human)
Q9BYX4	reviewed	ENST00000421365 [Q9BYX4-2];ENST00000649979 [Q9BYX4-1];	IFIH1	Electron microscopy (2); X-ray crystallography (3); NMR spectroscopy (1)	IPR031964;IPR006935;IPR014001;IPR001650;IPR027417;IPR041204;IPR038557;IPR021673;	Homo sapiens (Human)
O60337	reviewed	ENST00000274140 [O60337-4];ENST00000449913 [O60337-5];ENST00000503788 [O60337-6];	MARCHF6		IPR011016;IPR013083;	Homo sapiens (Human)
Q70IA6	reviewed	ENST00000329957 [Q70IA6-3];	MOB2		IPR005301;IPR036703;	Homo sapiens (Human)
Q53F39	reviewed	ENST00000309976 [Q53F39-4];ENST00000317235 [Q53F39-4];ENST00000496196 [Q53F39-2];ENST00000588072 [Q53F39-1];	MPPE1		IPR004843;IPR029052;IPR039541;IPR033308;	Homo sapiens (Human)
P51511	reviewed	ENST00000219271;	MMP15		IPR000585;IPR036375;IPR018487;IPR018486;IPR033739;IPR024079;IPR028729;IPR001818;IPR021190;IPR021805;IPR021158;IPR006026;IPR002477;IPR036365;	Homo sapiens (Human)
P19404	reviewed	ENST00000318388;	NDUFV2	Electron microscopy (4)	IPR002023;IPR042128;IPR041921;IPR036249;	Homo sapiens (Human)
Q9Y697	reviewed	ENST00000374085 [Q9Y697-2];ENST00000374092 [Q9Y697-1];ENST00000397425 [Q9Y697-2];ENST00000541387 [Q9Y697-3];	NFS1	Electron microscopy (2); X-ray crystallography (8)	IPR000192;IPR020578;IPR010240;IPR016454;IPR015424;IPR015422;IPR015421;	Homo sapiens (Human)
O95837	reviewed	ENST00000341700;	GNA14		IPR000654;IPR001019;IPR011025;IPR027417;	Homo sapiens (Human)
Q8NCW6	reviewed	ENST00000415421 [Q8NCW6-2];ENST00000422997 [Q8NCW6-2];ENST00000430044 [Q8NCW6-1];ENST00000434507 [Q8NCW6-1];	GALNT11		IPR001173;IPR029044;IPR035992;IPR000772;	Homo sapiens (Human)
Q9UJ83	reviewed	ENST00000321169 [Q9UJ83-1];ENST00000451445 [Q9UJ83-3];ENST00000456194 [Q9UJ83-2];ENST00000457447 [Q9UJ83-4];	HACL1		IPR029035;IPR029061;IPR012000;IPR012001;IPR011766;	Homo sapiens (Human)
Q8IVT5	reviewed	ENST00000398988 [Q8IVT5-4];ENST00000509603 [Q8IVT5-4];	KSR1	X-ray crystallography (7)	IPR011009;IPR025561;IPR002219;IPR000719;IPR013761;IPR001245;IPR008271;	Homo sapiens (Human)
P16050	reviewed	ENST00000293761 [P16050-1];ENST00000570836 [P16050-1];ENST00000574640 [P16050-2];	ALOX15	Model (1)	IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;IPR042062;	Homo sapiens (Human)
Q9BYJ1	reviewed	ENST00000318227 [Q9BYJ1-1];ENST00000380149 [Q9BYJ1-1];ENST00000448843 [Q9BYJ1-1];	ALOXE3		IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;IPR042062;	Homo sapiens (Human)
Q96JB6	reviewed	ENST00000260702;	LOXL4		IPR001695;IPR019828;IPR001190;IPR017448;IPR036772;	Homo sapiens (Human)
P09960	reviewed	ENST00000228740 [P09960-1];ENST00000413268 [P09960-3];ENST00000552789 [P09960-4];	LTA4H	X-ray crystallography (66)	IPR042097;IPR016024;IPR012777;IPR038502;IPR034015;IPR001930;IPR015211;IPR014782;IPR027268;	Homo sapiens (Human)
Q2Q1W2	reviewed	ENST00000383763;	TRIM71		IPR011042;IPR017868;IPR001298;IPR013783;IPR014756;IPR001258;IPR013017;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q9NZM1	reviewed	ENST00000358334 [Q9NZM1-6];ENST00000359263 [Q9NZM1-1];ENST00000371488 [Q9NZM1-4];ENST00000371489 [Q9NZM1-7];	MYOF	X-ray crystallography (1); NMR spectroscopy (2)	IPR000008;IPR035892;IPR037726;IPR037720;IPR037722;IPR037723;IPR037724;IPR037725;IPR012968;IPR037721;IPR012560;IPR012561;IPR032362;IPR029999;IPR006614;	Homo sapiens (Human)
P62166	reviewed	ENST00000372398 [P62166-1];ENST00000630865 [P62166-2];	NCS1	X-ray crystallography (4); NMR spectroscopy (1)	IPR011992;IPR018247;IPR002048;IPR028846;	Homo sapiens (Human)
P48637	reviewed	ENST00000451957 [P48637-2];ENST00000643188 [P48637-1];ENST00000644793 [P48637-1];ENST00000646735 [P48637-2];ENST00000651619 [P48637-1];	GSS	X-ray crystallography (1)	IPR005615;IPR014042;IPR014709;IPR014049;IPR037013;IPR004887;IPR016185;	Homo sapiens (Human)
Q7Z4H3	reviewed	ENST00000318787 [Q7Z4H3-3];ENST00000398153 [Q7Z4H3-1];ENST00000609477 [Q7Z4H3-3];	HDDC2	X-ray crystallography (4)	IPR003607;IPR006674;IPR039356;	Homo sapiens (Human)
P23276	reviewed	ENST00000355265;ENST00000615381;	KEL		IPR029737;IPR024079;IPR000718;IPR018497;IPR042089;IPR008753;	Homo sapiens (Human)
Q86V88	reviewed	ENST00000288087 [Q86V88-1];ENST00000396833 [Q86V88-3];ENST00000644853 [Q86V88-3];ENST00000646165 [Q86V88-1];	MDP1	X-ray crystallography (1)	IPR036412;IPR023214;IPR010033;IPR035679;IPR010036;	Homo sapiens (Human)
Q13822	reviewed	ENST00000075322 [Q13822-1];ENST00000259486 [Q13822-2];ENST00000522826 [Q13822-3];	ENPP2	X-ray crystallography (7)	IPR017850;IPR001604;IPR029881;IPR020821;IPR002591;IPR036024;IPR020436;IPR001212;	Homo sapiens (Human)
P00488	reviewed	ENST00000264870;	F13A1	X-ray crystallography (13)	IPR034810;IPR013783;IPR014756;IPR038765;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102;	Homo sapiens (Human)
A8K979	reviewed	ENST00000300005 [A8K979-4];ENST00000357967 [A8K979-1];ENST00000563117 [A8K979-2];ENST00000564349 [A8K979-2];ENST00000569729 [A8K979-3];	ERI2		IPR013520;IPR012337;IPR036397;IPR010666;	Homo sapiens (Human)
P37268	reviewed	ENST00000220584 [P37268-1];ENST00000443614 [P37268-5];ENST00000525777 [P37268-3];ENST00000528643 [P37268-3];ENST00000528812 [P37268-2];ENST00000530664 [P37268-2];ENST00000538689 [P37268-2];ENST00000615631 [P37268-1];ENST00000618539 [P37268-1];ENST00000622850 [P37268-2];ENST00000623368 [P37268-2];	FDFT1	X-ray crystallography (30)	IPR008949;IPR002060;IPR006449;IPR019845;IPR033904;	Homo sapiens (Human)
Q8N3T1	reviewed	ENST00000339732;	GALNT15		IPR001173;IPR029044;IPR035992;IPR000772;	Homo sapiens (Human)
O75311	reviewed	ENST00000274093 [O75311-1];ENST00000340217 [O75311-2];	GLRA3	X-ray crystallography (5)	IPR006028;IPR008127;IPR008130;IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;	Homo sapiens (Human)
O14960	reviewed	ENST00000274507;	LECT2	X-ray crystallography (1)	IPR011055;IPR008663;IPR017381;IPR016047;	Homo sapiens (Human)
P80294	reviewed	ENST00000332374;	MT1H		IPR003019;IPR017854;IPR023587;IPR000006;IPR018064;	Homo sapiens (Human)
Q96GX9	reviewed	ENST00000395787 [Q96GX9-1];	APIP	X-ray crystallography (1)	IPR001303;IPR036409;IPR017714;IPR027514;	Homo sapiens (Human)
O14686	reviewed	ENST00000301067 [O14686-1];	KMT2D	X-ray crystallography (3); NMR spectroscopy (1)	IPR034732;IPR003889;IPR003888;IPR009071;IPR036910;IPR037890;IPR041961;IPR041964;IPR003616;IPR001214;IPR011011;IPR001965;IPR019787;IPR001841;IPR013083;	Homo sapiens (Human)
O95396	reviewed	ENST00000244051;	MOCS3	X-ray crystallography (1)	IPR028885;IPR001763;IPR036873;IPR000594;IPR035985;	Homo sapiens (Human)
Q8N119	reviewed	ENST00000368808;	MMP21		IPR000585;IPR036375;IPR018487;IPR033739;IPR024079;IPR001818;IPR021190;IPR006026;IPR002477;IPR036365;	Homo sapiens (Human)
P47224	reviewed	ENST00000367262;	RABIF	X-ray crystallography (1); NMR spectroscopy (1)	IPR007515;IPR011057;IPR011323;	Homo sapiens (Human)
Q9BRQ3	reviewed	ENST00000279206 [Q9BRQ3-1];ENST00000441250 [Q9BRQ3-3];	NUDT22	X-ray crystallography (33)	IPR000086;	Homo sapiens (Human)
P24752	reviewed	ENST00000265838 [P24752-1];ENST00000299355 [P24752-2];	ACAT1	X-ray crystallography (7)	IPR002155;IPR016039;IPR020615;IPR020610;IPR020617;IPR020613;IPR020616;	Homo sapiens (Human)
Q9HCM9	reviewed	ENST00000376656 [Q9HCM9-1];ENST00000376659 [Q9HCM9-2];ENST00000383601 [Q9HCM9-2];ENST00000383602 [Q9HCM9-1];ENST00000383603 [Q9HCM9-2];ENST00000396547 [Q9HCM9-1];ENST00000396548 [Q9HCM9-2];ENST00000396551 [Q9HCM9-2];ENST00000400644 [Q9HCM9-2];ENST00000413715 [Q9HCM9-1];ENST00000414015 [Q9HCM9-2];ENST00000419790 [Q9HCM9-2];ENST00000424575 [Q9HCM9-1];ENST00000426469 [Q9HCM9-1];ENST00000430502 [Q9HCM9-2];ENST00000431272 [Q9HCM9-2];ENST00000433900 [Q9HCM9-2];ENST00000438076 [Q9HCM9-2];ENST00000438859 [Q9HCM9-2];ENST00000440117 [Q9HCM9-2];ENST00000443109 [Q9HCM9-2];ENST00000445206 [Q9HCM9-1];ENST00000446397 [Q9HCM9-2];ENST00000449318 [Q9HCM9-2];ENST00000450778 [Q9HCM9-2];ENST00000451132 [Q9HCM9-2];ENST00000451715 [Q9HCM9-1];ENST00000452705 [Q9HCM9-2];ENST00000458607 [Q9HCM9-2];ENST00000547030 [Q9HCM9-1];ENST00000548002 [Q9HCM9-1];ENST00000549841 [Q9HCM9-1];ENST00000550282 [Q9HCM9-1];ENST00000552337 [Q9HCM9-1];ENST00000552520 [Q9HCM9-1];	TRIM39	NMR spectroscopy (3)	IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR035033;IPR003877;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q8NG06	reviewed	ENST00000366481;	TRIM58		IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR035787;IPR003877;IPR042699;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
O14773	reviewed	ENST00000299427 [O14773-1];ENST00000533371 [O14773-2];ENST00000642892 [O14773-2];ENST00000645620 [O14773-2];ENST00000647152 [O14773-2];	TPP1	Model (1); X-ray crystallography (2)	IPR000209;IPR036852;IPR015366;IPR030400;	Homo sapiens (Human)
Q86UV7	reviewed	ENST00000323819;ENST00000437796;	TRIM73		IPR027370;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q9H1D0	reviewed	ENST00000359396 [Q9H1D0-1];	TRPV6	Electron microscopy (12)	IPR002110;IPR020683;IPR036770;IPR005821;IPR024862;IPR008344;IPR008345;	Homo sapiens (Human)
Q9GZZ9	reviewed	ENST00000264991 [Q9GZZ9-2];ENST00000356232 [Q9GZZ9-1];ENST00000494238 [Q9GZZ9-2];	UBA5	X-ray crystallography (8); NMR spectroscopy (1)	IPR029752;IPR000594;IPR035985;	Homo sapiens (Human)
Q70J99	reviewed	ENST00000207549 [Q70J99-1];ENST00000412096 [Q70J99-3];	UNC13D		IPR000008;IPR035892;IPR014770;IPR014772;IPR019558;	Homo sapiens (Human)
O43914	reviewed	ENST00000262629 [O43914-1];ENST00000544690 [O43914-3];ENST00000589517 [O43914-2];	TYROBP	X-ray crystallography (2); NMR spectroscopy (2)	IPR026200;	Homo sapiens (Human)
Q9C019	reviewed	ENST00000259930 [Q9C019-1];ENST00000376694 [Q9C019-1];ENST00000414873 [Q9C019-1];ENST00000421984 [Q9C019-1];ENST00000427091 [Q9C019-1];ENST00000431059 [Q9C019-1];ENST00000550400 [Q9C019-2];ENST00000552676 [Q9C019-2];ENST00000552836 [Q9C019-2];	TRIM15		IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR003877;IPR000315;IPR018957;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
O75317	reviewed	ENST00000282344;	USP12	X-ray crystallography (5)	IPR038765;IPR001394;IPR018200;IPR028889;	Homo sapiens (Human)
P07101	reviewed	ENST00000333684 [P07101-6];ENST00000352909 [P07101-3];ENST00000381175 [P07101-2];ENST00000381178 [P07101-1];	TH	X-ray crystallography (2)	IPR001273;IPR018301;IPR036951;IPR036329;IPR019774;IPR041903;IPR005962;IPR019773;IPR021164;	Homo sapiens (Human)
O94966	reviewed	ENST00000398888 [O94966-1];ENST00000417901 [O94966-6];ENST00000434032 [O94966-5];ENST00000453664 [O94966-7];	USP19	X-ray crystallography (1); NMR spectroscopy (4)	IPR007052;IPR008978;IPR038765;IPR001394;IPR018200;IPR028889;IPR002893;	Homo sapiens (Human)
Q9HA77	reviewed	ENST00000257347;	CARS2		IPR015803;IPR024909;IPR014729;IPR032678;IPR009080;	Homo sapiens (Human)
Q9NVH6	reviewed	ENST00000334398 [Q9NVH6-1];ENST00000369439 [Q9NVH6-2];ENST00000675642 [Q9NVH6-8];	TMLHE		IPR010376;IPR038492;IPR042098;IPR003819;IPR012776;	Homo sapiens (Human)
Q9UPW8	reviewed	ENST00000519716;	UNC13A		IPR000008;IPR035892;IPR010439;IPR014770;IPR014772;IPR019558;IPR002219;IPR027080;IPR037302;IPR027082;	Homo sapiens (Human)
Q5VYS8	reviewed	ENST00000375960 [Q5VYS8-4];ENST00000375963 [Q5VYS8-1];	TUT7	X-ray crystallography (4)	IPR003604;IPR043519;IPR002058;IPR001878;IPR036875;	Homo sapiens (Human)
P22735	reviewed	ENST00000206765 [P22735-1];ENST00000544573 [P22735-2];ENST00000642845 [P22735-1];ENST00000646057 [P22735-2];	TGM1	X-ray crystallography (1)	IPR013783;IPR014756;IPR038765;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102;	Homo sapiens (Human)
Q08188	reviewed	ENST00000381458;	TGM3	X-ray crystallography (5)	IPR013783;IPR014756;IPR038765;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102;	Homo sapiens (Human)
Q9BZM2	reviewed	ENST00000375102 [Q9BZM2-2];	PLA2G2F		IPR001211;IPR016090;IPR036444;IPR033113;	Homo sapiens (Human)
P49221	reviewed	ENST00000296125;ENST00000628744;	TGM4		IPR013783;IPR014756;IPR038765;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102;	Homo sapiens (Human)
Q8N9I0	reviewed	ENST00000367267;ENST00000367268;	SYT2		IPR000008;IPR035892;IPR001565;IPR015428;	Homo sapiens (Human)
O43151	reviewed	ENST00000409262 [O43151-1];	TET3	X-ray crystallography (1)	IPR024779;IPR040175;IPR002857;	Homo sapiens (Human)
A6NI03	reviewed	ENST00000329862;	TRIM64B		IPR001870;IPR043136;IPR003879;IPR013320;IPR003877;IPR000315;IPR018957;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
I1YAP6	reviewed	ENST00000398290;	TRIM77		IPR001870;IPR043136;IPR003879;IPR013320;IPR003877;IPR000315;IPR018957;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
P07478	reviewed	ENST00000539842;ENST00000632112;	PRSS2		IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;	Homo sapiens (Human)
P52888	reviewed	ENST00000307741 [P52888-1];ENST00000395212 [P52888-2];	THOP1	X-ray crystallography (2)	IPR024079;IPR024077;IPR024080;IPR001567;	Homo sapiens (Human)
Q99727	reviewed	ENST00000287814;	TIMP4		IPR001134;IPR001820;IPR008993;IPR015614;IPR027465;IPR030490;	Homo sapiens (Human)
Q13263	reviewed	ENST00000253024 [Q13263-1];ENST00000341753 [Q13263-2];	TRIM28	X-ray crystallography (4); NMR spectroscopy (3)	IPR003649;IPR001487;IPR036427;IPR037373;IPR042713;IPR019786;IPR000315;IPR011011;IPR001965;IPR019787;IPR001841;IPR013083;	Homo sapiens (Human)
P17752	reviewed	ENST00000250018 [P17752-1];	TPH1	Model (1); X-ray crystallography (7)	IPR002912;IPR001273;IPR018301;IPR036951;IPR036329;IPR019774;IPR005963;IPR041904;IPR019773;	Homo sapiens (Human)
Q99598	reviewed	ENST00000366639;	TSNAX	X-ray crystallography (2)	IPR016069;IPR002848;IPR016068;IPR036081;	Homo sapiens (Human)
Q9UPQ4	reviewed	ENST00000305364 [Q9UPQ4-1];	TRIM35		IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR003877;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q13107	reviewed	ENST00000265560 [Q13107-1];ENST00000351842 [Q13107-2];ENST00000416417 [Q13107-3];	USP4	X-ray crystallography (2)	IPR035927;IPR038765;IPR006615;IPR001394;IPR028135;IPR018200;IPR028889;	Homo sapiens (Human)
Q8IU60	reviewed	ENST00000389063 [Q8IU60-1];ENST00000515408 [Q8IU60-2];	DCP2	X-ray crystallography (33)	IPR007722;IPR036189;IPR044099;IPR015797;IPR020084;IPR000086;	Homo sapiens (Human)
