Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Arhgap35	MGI:1929494		Chr7:16228398-16349313 (-)	GRCm39		cellular | embryo | growth/size/body | mortality/aging | nervous system | pigmentation | renal/urinary system | vision/eye	
mouse	Arhgap45	MGI:1917969		Chr10:79852505-79867305 (+)	GRCm39		cellular | embryo | endocrine/exocrine glands | hematopoietic system | immune system | mortality/aging	
mouse	Arhgdia	MGI:2178103		Chr11:120468930-120472450 (-)	GRCm39	nephrotic syndrome	behavior/neurological | cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | reproductive system	
mouse	Arhgef1	MGI:1353510		Chr7:24602337-24626019 (+)	GRCm39		cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle	
mouse	Arhgef17	MGI:2673002		Chr7:100518959-100581314 (-)	GRCm39		cardiovascular system | growth/size/body | mortality/aging | renal/urinary system	
mouse	Arhgef18	MGI:2142567		Chr8:3403415-3506601 (+)	GRCm39		homeostasis/metabolism | mortality/aging | vision/eye	
mouse	Arhgef25	MGI:1277173	Chr10 D3	Chr10:127018394-127025952 (-)	GRCm39		cardiovascular system | mortality/aging	
mouse	Arid1b	MGI:1926129		Chr17:5044607-5397931 (+)	GRCm39	autism spectrum disorder | Coffin-Siris syndrome 1	behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system	
mouse	Arid4a	MGI:2444354		Chr12:71062764-71145366 (+)	GRCm39	acute myeloid leukemia	behavior/neurological | cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | reproductive system | respiratory system | skeleton	
mouse	Arid5b	MGI:2175912	Chr10 B5.1	Chr10:67928350-68114570 (-)	GRCm39		adipose tissue | behavior/neurological | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | muscle | renal/urinary system | reproductive system | respiratory system | skeleton	
mouse	Ark2c	MGI:2444521		Chr18:77543806-77652832 (-)	GRCm39		behavior/neurological | cellular | growth/size/body | homeostasis/metabolism | limbs/digits/tail | mortality/aging | muscle | nervous system | skeleton	
mouse	Arl6	MGI:1927136	Chr16 C1.2	Chr16:59433312-59459754 (-)	GRCm39	Bardet-Biedl syndrome 3	adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Arl8b	MGI:1914416	Chr6 E2	Chr6:108760020-108800684 (+)	GRCm39		embryo | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | skeleton	
mouse	Arl15	MGI:2442308		Chr13:113931041-114293997 (+)	GRCm39		homeostasis/metabolism | limbs/digits/tail | mortality/aging | skeleton	
mouse	Armc3	MGI:1918132		Chr2:19204113-19315052 (+)	GRCm39		cellular | homeostasis/metabolism | mortality/aging | reproductive system	
mouse	Armcx3	MGI:1918953		ChrX:133657344-133662204 (+)	GRCm39		mortality/aging	
mouse	Arnt2	MGI:107188		Chr7:83895486-84059384 (-)	GRCm39		adipose tissue | behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | liver/biliary system | mortality/aging | nervous system	
mouse	Arpc2	MGI:1923959	Chr1 C3	Chr1:74275656-74307368 (+)	GRCm39		adipose tissue | growth/size/body | hematopoietic system | integument | mortality/aging | pigmentation	
mouse	Arrdc2	MGI:1918057	Chr8 C1	Chr8:71287773-71292364 (-)	GRCm39		cardiovascular system | mortality/aging | skeleton	
mouse	Arv1	MGI:1916115		Chr8:125448878-125460862 (+)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | integument | liver/biliary system | mortality/aging | nervous system | reproductive system | skeleton	
mouse	Asap1	MGI:1342335	Chr15 D3	Chr15:63958706-64254768 (-)	GRCm39		adipose tissue | cardiovascular system | cellular | craniofacial | growth/size/body | limbs/digits/tail | mortality/aging | neoplasm | respiratory system | skeleton	
mouse	Asb2	MGI:1929743		Chr12:103287401-103322260 (-)	GRCm39		adipose tissue | cardiovascular system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | vision/eye	
mouse	Ascc1	MGI:1916340		Chr10:59838627-59935810 (+)	GRCm39		cardiovascular system | growth/size/body | mortality/aging | vision/eye	
mouse	Ascl1	MGI:96919		Chr10:87326681-87329522 (-)	GRCm39		behavior/neurological | cellular | craniofacial | endocrine/exocrine glands | growth/size/body | integument | mortality/aging | nervous system | pigmentation | respiratory system | taste/olfaction	
mouse	Asgr1	MGI:88081		Chr11:69944911-69948720 (+)	GRCm39		homeostasis/metabolism | immune system | liver/biliary system | mortality/aging	
mouse	Asgr2	MGI:88082		Chr11:69983470-69997013 (+)	GRCm39		homeostasis/metabolism | immune system | mortality/aging	
mouse	Ash1l	MGI:2183158		Chr3:88857929-88986682 (+)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Asl	MGI:88084		Chr5:130040099-130053222 (-)	GRCm39	argininosuccinic aciduria	behavior/neurological | cardiovascular system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | renal/urinary system	
mouse	Asp1	MGI:88085		Chr12:35285496-46801733	GRCm39		behavior/neurological | mortality/aging | nervous system	
mouse	Asp2	MGI:88086					behavior/neurological | mortality/aging | nervous system	
mouse	Asp3	MGI:88087		Chr7:27305798-36842367	GRCm39		behavior/neurological | mortality/aging | nervous system	
mouse	Aspa	MGI:87914	Chr11 B4	Chr11:73195813-73217687 (-)	GRCm39	Canavan disease	adipose tissue | behavior/neurological | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | mortality/aging | muscle | nervous system | skeleton | vision/eye	
mouse	Asph	MGI:1914186	Chr4 A1	Chr4:9449085-9669344 (-)	GRCm39		cardiovascular system | craniofacial | digestive/alimentary system | growth/size/body | homeostasis/metabolism | limbs/digits/tail | mortality/aging | muscle | reproductive system	
mouse	Ass1	MGI:88090		Chr2:31360282-31410682 (+)	GRCm39	citrullinemia	behavior/neurological | cellular | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | vision/eye	
mouse	Atad1	MGI:1915229	Chr19 C3	Chr19:32649958-32717187 (-)	GRCm39		behavior/neurological | growth/size/body | mortality/aging | nervous system	
mouse	Atat1	MGI:1913869	Chr17 B3	Chr17:36208487-36220967 (-)	GRCm39		behavior/neurological | cellular | endocrine/exocrine glands | hematopoietic system | integument | mortality/aging | nervous system | reproductive system	
mouse	Atcay	MGI:2448730		Chr10:81040342-81066667 (-)	GRCm39	Cayman type cerebellar ataxia	behavior/neurological | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | reproductive system	
mouse	Atf2	MGI:109349		Chr2:73646853-73722983 (-)	GRCm39	meconium aspiration syndrome | osteochondrodysplasia	behavior/neurological | cardiovascular system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | neoplasm | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Atf4	MGI:88096		Chr15:80139385-80141742 (+)	GRCm39		adipose tissue | cardiovascular system | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | reproductive system | skeleton | vision/eye	
mouse	Atf5	MGI:2141857		Chr7:44461680-44466082 (-)	GRCm39		behavior/neurological | craniofacial | growth/size/body | mortality/aging | nervous system | respiratory system | taste/olfaction	
mouse	Atf6	MGI:1926157		Chr1:170532243-170695340 (-)	GRCm39	achromatopsia 7	cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | liver/biliary system | mortality/aging | nervous system | pigmentation | vision/eye	
mouse	Atf6b	MGI:105121		Chr17:34866120-34874048 (+)	GRCm39		cellular | integument | mortality/aging	
mouse	Atg3	MGI:1915091	Chr16 B5	Chr16:44979192-45008901 (+)	GRCm39		cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Atg4b	MGI:1913865		Chr1:93682627-93717328 (+)	GRCm39		behavior/neurological | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | limbs/digits/tail | mortality/aging | nervous system | skeleton | vision/eye	
mouse	Atg5	MGI:1277186		Chr10:44144354-44240287 (+)	GRCm39	systemic lupus erythematosus	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | reproductive system | respiratory system | vision/eye	
mouse	Atg7	MGI:1921494	Chr6 E3	Chr6:114620075-114837565 (+)	GRCm39	myelodysplastic syndrome | Parkinson's disease | systemic lupus erythematosus	behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | nervous system | pigmentation | renal/urinary system | reproductive system	
mouse	Atg9a	MGI:2138446		Chr1:75157505-75168654 (-)	GRCm39		cellular | homeostasis/metabolism | immune system | mortality/aging	
mouse	Atg12	MGI:1914776	Chr18 C	Chr18:46865484-46874683 (-)	GRCm39		adipose tissue | behavior/neurological | cellular | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | skeleton	
mouse	Atg14	MGI:1261775		Chr14:47778350-47805891 (-)	GRCm39		digestive/alimentary system | endocrine/exocrine glands | integument | mortality/aging | reproductive system | vision/eye	
mouse	Atn1	MGI:104725		Chr6:124719507-124733450 (-)	GRCm39		behavior/neurological | cardiovascular system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | reproductive system | vision/eye	
mouse	Atoh1	MGI:104654		Chr6:64706109-64708229 (+)	GRCm39		behavior/neurological | cellular | digestive/alimentary system | endocrine/exocrine glands | hearing/vestibular/ear | homeostasis/metabolism | mortality/aging | nervous system | respiratory system	
mouse	Atox1	MGI:1333855		Chr11:55337463-55352034 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | integument | liver/biliary system | mortality/aging | nervous system | pigmentation | respiratory system | vision/eye	
mouse	Atp1a1	MGI:88105	Chr3 F3	Chr3:101483535-101512000 (-)	GRCm39		behavior/neurological | cardiovascular system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | muscle | reproductive system | skeleton	
mouse	Atp1a2	MGI:88106		Chr1:172099276-172125631 (-)	GRCm39	familial hemiplegic migraine 2	behavior/neurological | cardiovascular system | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | muscle | nervous system | respiratory system	
mouse	Atp1a3	MGI:88107		Chr7:24677592-24705383 (-)	GRCm39	alternating hemiplegia of childhood | bipolar disorder	behavior/neurological | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | respiratory system	
mouse	Atp1b1	MGI:88108		Chr1:164264678-164285924 (-)	GRCm39		cardiovascular system | growth/size/body | homeostasis/metabolism | mortality/aging | muscle | respiratory system	
mouse	Atp1b2	MGI:88109		Chr11:69490562-69496768 (-)	GRCm39		behavior/neurological | mortality/aging | nervous system | vision/eye	
mouse	Atp2a1	MGI:105058		Chr7:126045032-126062245 (-)	GRCm39		homeostasis/metabolism | mortality/aging | muscle | respiratory system	
mouse	Atp4a	MGI:88113		Chr7:30411634-30424959 (+)	GRCm39		digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm	
mouse	Atp5d	MGI:1913293	Chr10 C1	Chr10:79974466-79981652 (+)	GRCm39		mortality/aging	
mouse	Atp5g2	MGI:1915192		Chr15:102571303-102579482 (-)	GRCm39		cardiovascular system | homeostasis/metabolism | mortality/aging | vision/eye	
mouse	Atp5l	MGI:1351597		Chr9:44824546-44832470 (-)	GRCm39		behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Atp5pb	MGI:1100495		Chr3:105850014-105866579 (-)	GRCm39		mortality/aging	
mouse	Atp6ap2	MGI:1917745		ChrX:12454040-12483288 (+)	GRCm39		cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | vision/eye	
mouse	Atp6v0a4	MGI:2153480	Chr6 B1	Chr6:38025418-38101521 (-)	GRCm39	renal tubular acidosis	behavior/neurological | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | mortality/aging | renal/urinary system | skeleton | taste/olfaction	
mouse	Atp6v1a	MGI:1201780	Chr16 B4	Chr16:43905765-43960064 (-)	GRCm39		mortality/aging | skeleton | vision/eye	
mouse	Atp6v1e1	MGI:894326		Chr6:120772205-120799659 (-)	GRCm39		mortality/aging	
mouse	Atp6v1g2	MGI:1913487	Chr17 B2	Chr17:35453910-35457743 (+)	GRCm39		behavior/neurological | mortality/aging	
mouse	Atp7b	MGI:103297		Chr8:22482801-22550321 (-)	GRCm39	Wilson disease	behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | nervous system | pigmentation | reproductive system	
