Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Tg(Tnf)6074Gkl	MGI:3766128				multiple sclerosis	cardiovascular system | cellular | hematopoietic system | immune system | nervous system	
mouse	Tg(Tnfsf13b)1Fma	MGI:2450863				IgA glomerulonephritis | Sjogren's syndrome	cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm | renal/urinary system	
mouse	Tg(Tyr-NRAS*Q61K)1Bee	MGI:3768643					cellular | immune system | integument | pigmentation | vision/eye	
mouse	Tg(Umod*C147W)958Lura	MGI:4819112				familial juvenile hyperuricemic nephropathy | kidney disease	behavior/neurological | cellular | growth/size/body | homeostasis/metabolism | immune system | renal/urinary system	
mouse	Tg(Vav1-Lin28b)C3Apla	MGI:5446656					behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | neoplasm | respiratory system	
mouse	Tg(Vav-BCL2)69Jad	MGI:3037069				follicular lymphoma	cardiovascular system | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | mortality/aging | neoplasm | renal/urinary system	
mouse	Tg(Vil-SLC3A2)HEMerl	MGI:5433665					cardiovascular system | cellular | digestive/alimentary system | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | neoplasm	
mouse	Tg(VIM-Tag)3Pau	MGI:3621185					endocrine/exocrine glands | hematopoietic system | immune system | mortality/aging | nervous system | renal/urinary system	
human	TGDS	HGNC:20324	Chr13 q32.1	Chr13:94574054-94596273 (-)	GRCh38	Catel Manzke syndrome		
mouse	Tgfa	MGI:98724		Chr6:86172205-86252701 (+)	GRCm39		adipose tissue | cardiovascular system | craniofacial | endocrine/exocrine glands | growth/size/body | immune system | integument | muscle | vision/eye	
human	TGFB1	HGNC:11766	Chr19 q13.2	Chr19:41301587-41353922 (-)	GRCh38	aphthous stomatitis | aplastic anemia | asthma | atopic dermatitis | Behcet's disease | berylliosis | breast cancer | Camurati-Engelmann disease | chronic obstructive pulmonary disease | colon adenocarcinoma | cystic fibrosis | eosinophilic esophagitis | factor VIII deficiency | inflammatory bowel disease | lung disease | multiple myeloma | myocardial infarction | osteochondrodysplasia | pulmonary emphysema | pulmonary fibrosis | pulmonary hypertension | pulmonary sarcoidosis | renal cell carcinoma | tracheal stenosis | uveitis		
human	TGFB2	HGNC:11768	Chr1 q41	Chr1:218345336-218444619 (+)	GRCh38	colorectal cancer | Loeys-Dietz syndrome 4 | pancreatic adenosquamous carcinoma		
human	TGFB3	HGNC:11769	Chr14 q24.3	Chr14:75958097-75983011 (-)	GRCh38	arrhythmogenic right ventricular cardiomyopathy | arrhythmogenic right ventricular dysplasia 1 | Loeys-Dietz syndrome 5		
human	TGFBR1	HGNC:11772	Chr9 q22.33	Chr9:99103647-99154192 (+)	GRCh38	colorectal cancer | Ferguson-Smith tumor | Loeys-Dietz syndrome 1 | Lynch syndrome | pancreatic ductal adenocarcinoma | urinary bladder cancer		
mouse	Tgfbr1	MGI:98728		Chr4:47353222-47414926 (+)	GRCm39	Loeys-Dietz syndrome | osteoarthritis | systemic scleroderma	adipose tissue | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | nervous system | renal/urinary system | respiratory system | skeleton	
human	TGFBR2	HGNC:11773	Chr3 p24.1	Chr3:30606356-30694142 (+)	GRCh38	colon cancer | esophageal cancer | hereditary nonpolyposis colorectal cancer type 6 | Loeys-Dietz syndrome 2 | Lynch syndrome | Marfan syndrome | mismatch repair cancer syndrome | pancreatic cancer		
mouse	Tgfbr2	MGI:98729		Chr9:115916763-116004431 (-)	GRCm39	cleft soft palate | DiGeorge syndrome | Loeys-Dietz syndrome | prostate cancer	adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Tgif1	MGI:1194497		Chr17:71151200-71160527 (-)	GRCm39	otitis media	behavior/neurological | cellular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | nervous system | reproductive system | respiratory system | skeleton	
human	TGM1	HGNC:11777	Chr14 q12	Chr14:24249114-24264432 (-)	GRCh38	autosomal recessive congenital ichthyosis 1		
mouse	Tgm2	MGI:98731		Chr2:157958325-157988312 (-)	GRCm39	maturity-onset diabetes of the young	cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | neoplasm | renal/urinary system	
mouse	Thbd	MGI:98736		Chr2:148246391-148250108 (-)	GRCm39	thrombophilia	cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | nervous system | renal/urinary system | reproductive system | respiratory system	
mouse	Thbs1	MGI:98737	Chr2 F1-F3	Chr2:117942357-117957614 (+)	GRCm39	Sjogren's syndrome	cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	thnh	MGI:3798839					immune system | integument	
human	THPO	HGNC:11795	Chr3 q27.1	Chr3:184371935-184381968 (-)	GRCh38	aplastic anemia | essential thrombocythemia | thrombocytopenia | thrombocytosis		
mouse	Tia1	MGI:107914	Chr6 D2	Chr6:86381201-86410387 (+)	GRCm39		hematopoietic system | immune system | mortality/aging | skeleton	
mouse	Ticam1	MGI:2147032		Chr17:56576462-56583767 (-)	GRCm39		cardiovascular system | cellular | digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | neoplasm | nervous system | respiratory system | vision/eye	
mouse	Tigar	MGI:2442752		Chr6:127062079-127086520 (-)	GRCm39		cellular | digestive/alimentary system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Timd2	MGI:2159681		Chr11:46559787-46597888 (-)	GRCm39		hematopoietic system | immune system	
mouse	Timp1	MGI:98752		ChrX:20736405-20740974 (+)	GRCm39		cardiovascular system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | neoplasm | reproductive system | respiratory system | skeleton	
mouse	Timp3	MGI:98754	Chr10 C1-D1	Chr10:86136276-86185369 (+)	GRCm39	dilated cardiomyopathy | Sorsby's fundus dystrophy	behavior/neurological | cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | pigmentation | renal/urinary system | respiratory system | vision/eye	
mouse	Tinf2	MGI:107246		Chr14:55912146-55919277 (-)	GRCm39	dyskeratosis congenita	behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | mortality/aging | nervous system | reproductive system	
mouse	Tiparp	MGI:2159210		Chr3:65435868-65462939 (+)	GRCm39		cardiovascular system | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton	
mouse	Tk1	MGI:98763	Chr11 E1-E2	Chr11:117706352-117716918 (-)	GRCm39		behavior/neurological | cardiovascular system | digestive/alimentary system | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | renal/urinary system | reproductive system | respiratory system	
human	TK2	HGNC:11831	Chr16 q21	Chr16:66508003-66552544 (-)	GRCh38	autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 3 | mitochondrial DNA depletion syndrome 2		
mouse	Tktl1	MGI:1933244		ChrX:73220865-73252104 (+)	GRCm39		digestive/alimentary system | growth/size/body | immune system	
human	TLR1	HGNC:11847	Chr4 p14	Chr4:38787569-38856817 (-)	GRCh38	aspergillosis | asthma | IgA glomerulonephritis | leprosy | pyelonephritis | tuberculosis		
human	TLR2	HGNC:11848	Chr4 q31.3	Chr4:153684070-153710637 (+)	GRCh38	acne | allergic rhinitis | anterior uveitis | asthma | atopic dermatitis | Behcet's disease | breast cancer | colorectal cancer | cystic echinococcosis | diffuse scleroderma | hepatocellular carcinoma | leprosy | lung disease | meningococcal meningitis | prostate cancer | pulmonary tuberculosis | rhinitis | seborrheic dermatitis | tuberculosis | type 1 diabetes mellitus | urinary bladder cancer | urinary tract infection | vitiligo		
mouse	Tlr2	MGI:1346060		Chr3:83743579-83749045 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | respiratory system | skeleton	
mouse	Tlr3	MGI:2156367	Chr8 B2	Chr8:45848702-45864112 (-)	GRCm39		behavior/neurological | cardiovascular system | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | neoplasm | nervous system | reproductive system | respiratory system	
human	TLR4	HGNC:11850	Chr9 q33.1	Chr9:117704175-117724735 (+)	GRCh38	allergic contact dermatitis | allergic rhinitis | Alzheimer's disease | anterior uveitis | arteriosclerosis | arthritis | asthma | atopic dermatitis | Behcet's disease | breast cancer | carotid artery disease | chronic obstructive pulmonary disease | coronary artery disease | diabetes mellitus | diabetic neuropathy | diabetic retinopathy | exfoliation syndrome | familial mediterranean fever | hepatocellular carcinoma | invasive aspergillosis | keratitis | low tension glaucoma | macular degeneration | melanoma | meningococcal meningitis | myocardial infarction | primary open angle glaucoma | pulmonary tuberculosis | respiratory allergy | respiratory syncytial virus infectious disease | temporal arteritis | tympanosclerosis | type 2 diabetes mellitus | urinary tract infection | vitiligo		
mouse	Tlr4	MGI:96824		Chr4:66745788-66765338 (+)	GRCm39	pulmonary emphysema	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
human	TLR5	HGNC:11851	Chr1 q41	Chr1:223109404-223143248 (-)	GRCh38	cystic fibrosis | cystitis | Legionnaires' disease | melioidosis | systemic lupus erythematosus		
mouse	Tlr5	MGI:1858171		Chr1:182782353-182804010 (+)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | respiratory system	
mouse	Tlr7	MGI:2176882	ChrX F5	ChrX:166087925-166113554 (-)	GRCm39	systemic lupus erythematosus	cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | neoplasm | renal/urinary system | respiratory system	
mouse	Tlr8	MGI:2176887	ChrX F5	ChrX:166025692-166047325 (-)	GRCm39		growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | renal/urinary system	
human	TLR9	HGNC:15633	Chr3 p21.2	Chr3:52221080-52225645 (-)	GRCh38	allergic bronchopulmonary aspergillosis | asthma | bronchiolitis obliterans | cardiovascular system disease | chronic kidney disease | cystic fibrosis | hepatitis B | hepatitis C | hepatocellular carcinoma | IgA glomerulonephritis | lupus nephritis | proteinuria | pulmonary tuberculosis | systemic lupus erythematosus | viral pneumonia		
mouse	Tlr9	MGI:1932389		Chr9:106099797-106104075 (+)	GRCm39		cellular | digestive/alimentary system | hematopoietic system | immune system | mortality/aging	
human	TMC6	HGNC:18021	Chr17 q25.3	Chr17:78107397-78132427 (-)	GRCh38	epidermodysplasia verruciformis		
human	TMC8	HGNC:20474	Chr17 q25.3	Chr17:78130770-78142968 (+)	GRCh38	epidermodysplasia verruciformis		
human	TMCO1	HGNC:18188	Chr1 q24.1	Chr1:165724291-165827755 (-)	GRCh38	craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development syndrome 1		
mouse	Tmem30a	MGI:106402		Chr9:79676223-79700712 (-)	GRCm39		behavior/neurological | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | nervous system | skeleton | vision/eye	
human	TMEM67	HGNC:28396	Chr8 q22.1	Chr8:93754844-93832653 (+)	GRCh38	Bardet-Biedl syndrome | Bardet-Biedl syndrome 14 | COACH syndrome | coloboma | Joubert syndrome 6 | Meckel syndrome 3 | nephronophthisis | nephronophthisis 11 | portal hypertension		
mouse	Tmem79	MGI:1919163	Chr3 F1	Chr3:88236351-88241761 (-)	GRCm39	atopic dermatitis	behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | pigmentation | vision/eye	
mouse	Tmem178	MGI:1915277	Chr17 E3	Chr17:81252061-81309245 (+)	GRCm39		cellular | hematopoietic system | immune system | skeleton	
mouse	Tmem258	MGI:1916288		Chr19:10181566-10185188 (+)	GRCm39		cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | immune system | mortality/aging	
mouse	Tmprss2	MGI:1354381	Chr16 C2	Chr16:97365882-97412395 (-)	GRCm39		behavior/neurological | cardiovascular system | embryo | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | mortality/aging | muscle | reproductive system | respiratory system	
mouse	Tnbs1	MGI:2451075		Chr9:85779563-87826225	GRCm39		digestive/alimentary system | immune system	
mouse	Tnbs2	MGI:2451076		Chr11:24898052-35126680	GRCm39		digestive/alimentary system | immune system	
human	TNF	HGNC:11892	Chr6 p21.33	Chr6:31575565-31578336 (+)	GRCh38	acne | adult respiratory distress syndrome | Alzheimer's disease | anterior uveitis | aplastic anemia | asthma | atopic dermatitis | bacterial pneumonia | Behcet's disease | beta thalassemia | breast adenocarcinoma | breast cancer | bronchopulmonary dysplasia | cerebral infarction | cervical cancer | chorioamnionitis | chronic obstructive pulmonary disease | coronary artery disease | coronary restenosis | cystic fibrosis | dermatitis | dermatitis herpetiformis | diabetic angiopathy | diabetic retinopathy | erythema nodosum | esophagitis | extrinsic allergic alveolitis | farmer's lung | Gaucher's disease | Graves ophthalmopathy | Graves' disease | hemochromatosis | hepatitis B | hepatocellular carcinoma | hidradenitis suppurativa | high grade glioma | hypertension | hypochromic microcytic anemia | intermediate uveitis | iron deficiency anemia | Kawasaki disease | leprosy | liver disease | low tension glaucoma | lung non-small cell carcinoma | malaria | migraine | migraine without aura | mucocutaneous leishmaniasis | multiple myeloma | multiple sclerosis | neutropenia | obstructive sleep apnea | open-angle glaucoma | paracoccidioidomycosis | pre-eclampsia | primary open angle glaucoma | prostate cancer | psoriasis | psoriatic arthritis | pulmonary fibrosis | pulmonary sarcoidosis | pulmonary tuberculosis | pustulosis of palm and sole | renal cell carcinoma | rheumatoid arthritis | rhinitis | schizophrenia | scleritis | sensorineural hearing loss | silicosis | Sjogren's syndrome | skin disease | systemic lupus erythematosus | thrombocytopenia | trachoma | type 1 diabetes mellitus | typhoid fever | uveitis | vascular dementia | visceral leishmaniasis | visual epilepsy		
